County_FIPS,Medicaid,SVI,YPLL,Unemp,Covid_last_14,Cum_Covid_death_in_July,Cum_Covid_death_in_August,Cum_Covid_death_in_September
50003,29551.73385959966,0.07071461537984265,8033.0,10.3,39.46997462644488,324.2176487172258,411.6154496757824,496.19396673244995
50005,32430.90054346014,0.07215963454388943,7334.0,9.2,0.0,0.0,0.0,0.0
50011,28612.201935144327,0.06556707124133057,6700.0,8.4,10.121047730861099,1196.3078417877819,1625.4402655762924,2050.5242702724586
50013,20082.930200414652,0.053530158306213535,4491.0,9.2,27.643400138217004,0.0,0.0,0.0
50015,28353.44215755855,0.0662449963534646,5347.0,13.3,23.65744026496333,453.4342717451305,575.6643797807744,693.951581105591
50017,28450.782223452858,0.06684021909103811,6398.0,7.1,10.38349716184411,0.0,0.0,0.0
50019,34637.718681806415,0.07576171270921085,7987.0,11.0,0.0,0.0,0.0,0.0
50023,25285.48682566043,0.07075322523482566,6349.0,8.5,3.4241298430036466,186.61507644369874,292.76310157681183,395.48699686692123
50025,30609.634787551517,0.074019038988179,8031.0,11.0,2.3684335180711478,746.0565581924116,966.3208753730282,1179.4798919994316
50027,25632.922886927463,0.06591680181052863,6284.0,10.0,12.712941774726671,454.03363481166684,566.6339762449602,675.6020485997603
50001,24915.028414498192,0.07212945902422069,4188.0,6.9,2.7190907360578622,587.3235989884982,755.9072246240856,919.0526687875575
50007,18363.72073711334,0.09858544776749859,5030.0,8.6,8.5483654304102,2541.9175204855474,3280.129935154542,3994.5290461245377
50009,30439.72091513873,0.06742764979897461,9983.0,10.0,0.0,0.0,0.0,0.0
50021,26823.735629221013,0.08034996975078311,8014.0,11.5,5.155436407691911,183.87723187434483,237.1500747538279,288.704438830747
